COD_SEQUENCIAL,ANO,MES,DIA,HORA,chuva_86472600,chuva_86472000,chuva_02851044,chuva_02851072,chuva_inmet_A894,chuva_cemaden_4320404010A
202312040400,2023,12,4,4,0.2,0.0,,0.0,,
202312040500,2023,12,4,5,0.0,0.0,,0.0,,
202312040600,2023,12,4,6,0.0,0.2,,0.2,,
202312040700,2023,12,4,7,0.0,0.2,,0.4,,
202312040800,2023,12,4,8,0.0,0.0,,0.2,,
202312040900,2023,12,4,9,0.0,0.2,,0.0,,
202312041000,2023,12,4,10,0.0,0.2,,0.0,,
202312041100,2023,12,4,11,0.0,0.0,,0.0,,
202312041200,2023,12,4,12,0.0,0.0,,0.0,,
202312041300,2023,12,4,13,0.0,0.6,,0.0,,
202312041400,2023,12,4,14,0.0,0.0,,0.0,,
202312041500,2023,12,4,15,0.0,0.0,,0.0,,
202312041600,2023,12,4,16,0.0,0.0,,0.0,,
202312041700,2023,12,4,17,0.0,0.0,,0.0,,
202312041800,2023,12,4,18,0.0,0.0,,0.0,,
202312041900,2023,12,4,19,0.0,0.0,,0.0,,
202312042000,2023,12,4,20,0.0,0.0,,0.0,,
202312042100,2023,12,4,21,0.0,0.0,,0.0,,
202312042200,2023,12,4,22,0.0,0.0,,0.0,,
202312042300,2023,12,4,23,0.0,0.0,,0.0,,
202312050000,2023,12,5,0,0.0,0.0,,0.0,,
202312050100,2023,12,5,1,0.0,0.0,,0.0,,
202312050200,2023,12,5,2,0.0,0.0,,0.0,,
202312050300,2023,12,5,3,0.2,0.0,,0.0,,
202312050400,2023,12,5,4,0.0,0.0,,0.0,,
202312050500,2023,12,5,5,0.0,0.0,,0.0,,
202312050600,2023,12,5,6,0.0,0.0,,0.0,,
202312050700,2023,12,5,7,0.0,0.0,,0.0,,
202312050800,2023,12,5,8,0.0,0.0,,0.0,,
202312050900,2023,12,5,9,0.0,0.0,,0.0,,
202312051000,2023,12,5,10,0.0,0.0,,0.0,,
202312051100,2023,12,5,11,0.0,0.0,,0.0,,
202312051200,2023,12,5,12,0.0,0.0,,0.0,,
202312051300,2023,12,5,13,0.0,0.0,,0.0,,
202312051400,2023,12,5,14,0.0,0.0,,0.0,,
202312051500,2023,12,5,15,0.0,0.0,,0.2,,
202312051600,2023,12,5,16,0.0,0.0,,0.0,,
202312051700,2023,12,5,17,0.0,0.0,,0.0,,
202312051800,2023,12,5,18,0.0,0.0,,0.0,,
202312051900,2023,12,5,19,0.0,0.0,,0.0,,
202312052000,2023,12,5,20,0.0,0.0,,0.0,,
202312052100,2023,12,5,21,0.0,0.0,,0.0,,
202312052200,2023,12,5,22,0.0,0.0,,0.0,,
202312052300,2023,12,5,23,0.0,0.0,,0.0,,
202312060000,2023,12,6,0,0.0,0.0,,0.2,,
202312060100,2023,12,6,1,0.0,0.0,,0.0,,
202312060200,2023,12,6,2,0.0,0.0,,0.0,,
202312060300,2023,12,6,3,0.0,0.0,,0.0,,
202312060400,2023,12,6,4,0.0,0.0,,0.0,,
202312060500,2023,12,6,5,0.0,0.0,,0.0,,
202312060600,2023,12,6,6,0.0,0.2,,0.0,,
202312060700,2023,12,6,7,0.4,1.0,,0.0,,
202312060800,2023,12,6,8,0.4,0.2,,0.0,,
202312060900,2023,12,6,9,0.0,0.0,,0.0,,
202312061000,2023,12,6,10,0.0,0.0,,0.0,,
202312061100,2023,12,6,11,0.0,0.0,,0.0,,
202312061200,2023,12,6,12,0.0,0.0,,0.0,,
202312061300,2023,12,6,13,0.0,0.0,,0.0,,
202312061400,2023,12,6,14,0.0,0.0,,0.0,,
202312061500,2023,12,6,15,0.2,0.0,,0.0,,
202312061600,2023,12,6,16,0.8,2.0,,0.0,,
202312061700,2023,12,6,17,1.2,0.2,,0.0,,
202312061800,2023,12,6,18,0.6,0.4,,0.0,,
202312061900,2023,12,6,19,0.2,1.0,,0.0,,
202312062000,2023,12,6,20,2.0,2.8,,0.0,,
202312062100,2023,12,6,21,1.8,2.8,,6.0,,
202312062200,2023,12,6,22,2.8,0.8,,2.4,,
202312062300,2023,12,6,23,0.2,0.2,,7.2,,
202312070000,2023,12,7,0,0.2,0.0,,3.4,,
202312070100,2023,12,7,1,0.0,0.0,,2.2,,
202312070200,2023,12,7,2,0.0,0.0,,0.2,,
202312070300,2023,12,7,3,0.0,0.0,,0.6,,
202312070400,2023,12,7,4,0.0,0.0,,3.0,,
202312070500,2023,12,7,5,0.0,0.0,,0.6,,
202312070600,2023,12,7,6,0.0,0.0,,0.2,,
202312070700,2023,12,7,7,0.0,0.0,,0.0,,
202312070800,2023,12,7,8,0.0,0.0,,0.0,,
202312070900,2023,12,7,9,0.0,0.0,,0.0,,
202312071000,2023,12,7,10,0.0,0.0,,0.0,,
202312071100,2023,12,7,11,0.0,0.0,,0.0,,
202312071200,2023,12,7,12,0.0,0.0,,0.0,,
202312071300,2023,12,7,13,0.0,0.0,,0.0,,
202312071400,2023,12,7,14,0.0,0.0,,0.6,,
202312071500,2023,12,7,15,0.0,0.0,,3.2,,
202312071600,2023,12,7,16,0.0,0.0,,0.2,,
202312071700,2023,12,7,17,0.0,0.0,,0.0,,
202312071800,2023,12,7,18,0.0,0.0,,0.0,,
202312071900,2023,12,7,19,0.0,0.0,,0.0,,
202312072000,2023,12,7,20,0.0,0.0,,0.0,,
202312072100,2023,12,7,21,0.0,1.2,,0.0,,
202312072200,2023,12,7,22,0.0,0.0,,0.0,,
202312072300,2023,12,7,23,0.0,0.0,,0.0,,
202312080000,2023,12,8,0,0.2,0.0,,4.8,,
202312080100,2023,12,8,1,0.0,0.0,,0.4,,
202312080200,2023,12,8,2,0.0,0.0,,0.2,,
202312080300,2023,12,8,3,0.0,0.0,,0.0,,
202312080400,2023,12,8,4,0.0,0.0,,0.0,,
202312080500,2023,12,8,5,0.0,0.0,,0.0,,
202312080600,2023,12,8,6,0.0,0.0,,0.0,,
202312080700,2023,12,8,7,0.0,0.0,,0.0,,
202312080800,2023,12,8,8,0.0,0.0,,0.0,,
202312080900,2023,12,8,9,0.0,0.0,,0.0,,
202312081000,2023,12,8,10,0.0,0.0,,0.0,,
202312081100,2023,12,8,11,0.0,0.0,,0.0,,
202312081200,2023,12,8,12,0.0,0.0,,0.0,,
202312081300,2023,12,8,13,0.0,0.0,,0.0,,
202312081400,2023,12,8,14,0.0,0.0,,0.0,,
202312081500,2023,12,8,15,0.0,0.0,,0.0,,
202312081600,2023,12,8,16,0.0,0.0,,0.0,,
202312081700,2023,12,8,17,0.0,0.0,,0.0,,
202312081800,2023,12,8,18,0.0,0.0,,0.0,,
202312081900,2023,12,8,19,0.0,0.0,,0.0,,
202312082000,2023,12,8,20,0.0,0.0,,0.0,,
202312082100,2023,12,8,21,0.0,0.0,,0.0,,
202312082200,2023,12,8,22,0.0,0.0,,0.0,,
202312082300,2023,12,8,23,0.0,0.0,,0.0,,
202312090000,2023,12,9,0,0.0,0.0,,0.0,,
202312090100,2023,12,9,1,0.0,0.0,,0.0,,
202312090200,2023,12,9,2,0.0,0.0,,0.0,,
202312090300,2023,12,9,3,0.0,0.0,,0.0,,
202312090400,2023,12,9,4,0.0,0.0,,0.0,,
202312090500,2023,12,9,5,0.0,0.0,,0.0,,
202312090600,2023,12,9,6,0.0,0.0,,0.0,,
202312090700,2023,12,9,7,0.0,0.0,,0.0,,
202312090800,2023,12,9,8,0.0,0.0,,0.0,,
202312090900,2023,12,9,9,0.0,0.0,,0.0,,
202312091000,2023,12,9,10,0.0,0.0,,0.0,,
202312091100,2023,12,9,11,0.0,0.0,,0.0,,
202312091200,2023,12,9,12,0.0,0.0,,0.0,,
202312091300,2023,12,9,13,0.0,0.0,,0.0,,
202312091400,2023,12,9,14,0.0,0.0,,0.0,,
202312091500,2023,12,9,15,0.0,0.0,,0.0,,
202312091600,2023,12,9,16,0.0,0.0,,0.0,,
202312091700,2023,12,9,17,0.0,0.0,,0.0,,
202312091800,2023,12,9,18,0.0,0.0,,0.0,,
202312091900,2023,12,9,19,0.0,0.0,,0.0,,
202312092000,2023,12,9,20,0.0,0.0,,0.0,,
202312092100,2023,12,9,21,0.0,0.0,,0.0,,
202312092200,2023,12,9,22,0.0,0.0,,0.0,,
202312092300,2023,12,9,23,0.0,0.0,,0.0,,
202312100000,2023,12,10,0,0.0,0.0,,0.0,,
202312100100,2023,12,10,1,0.0,0.0,,0.0,,
202312100200,2023,12,10,2,0.0,0.0,,0.0,,
202312100300,2023,12,10,3,0.0,0.0,,0.0,,
202312100400,2023,12,10,4,0.0,0.0,,0.0,,
202312100500,2023,12,10,5,0.0,0.0,,0.0,,
202312100600,2023,12,10,6,0.0,0.0,,0.0,,
202312100700,2023,12,10,7,0.0,0.0,,0.0,,
202312100800,2023,12,10,8,0.0,0.0,,0.0,,
202312100900,2023,12,10,9,0.0,0.0,,0.0,,
202312101000,2023,12,10,10,0.0,0.0,,0.0,,
202312101100,2023,12,10,11,0.0,0.0,,0.0,,
202312101200,2023,12,10,12,0.0,0.0,,0.0,,
202312101300,2023,12,10,13,0.0,0.0,,0.2,,
202312101400,2023,12,10,14,0.0,0.4,,0.4,,
202312101500,2023,12,10,15,0.0,1.4,,0.8,,
202312101600,2023,12,10,16,0.0,0.0,,7.0,,
202312101700,2023,12,10,17,0.0,0.0,,5.4,,
202312101800,2023,12,10,18,0.0,0.0,,0.0,,
202312101900,2023,12,10,19,0.0,0.0,,0.0,,
202312102000,2023,12,10,20,0.0,0.0,,0.0,,
202312102100,2023,12,10,21,0.0,0.0,,0.0,,
202312102200,2023,12,10,22,0.0,0.0,,0.0,,
202312102300,2023,12,10,23,0.0,0.0,,0.0,,
202312110000,2023,12,11,0,0.0,0.0,,0.0,,
202312110100,2023,12,11,1,0.0,0.0,,0.0,,
202312110200,2023,12,11,2,0.0,0.0,,0.0,,
202312110300,2023,12,11,3,0.0,0.0,,0.0,,
202312110400,2023,12,11,4,0.0,0.0,,0.0,,
202312110500,2023,12,11,5,0.0,0.0,,0.0,,
202312110600,2023,12,11,6,0.0,0.0,,0.0,,
202312110700,2023,12,11,7,0.0,0.0,,0.0,,
202312110800,2023,12,11,8,0.0,0.0,,0.0,,
202312110900,2023,12,11,9,0.0,0.0,,0.0,,
202312111000,2023,12,11,10,0.0,0.0,,0.0,,
202312111100,2023,12,11,11,0.0,0.0,,0.0,,
202312111200,2023,12,11,12,0.0,0.0,,0.2,,
202312111300,2023,12,11,13,0.0,0.0,,0.0,,
202312111400,2023,12,11,14,0.0,0.0,,0.0,,
202312111500,2023,12,11,15,0.0,0.0,,0.0,,
202312111600,2023,12,11,16,0.0,0.0,,0.0,,
202312111700,2023,12,11,17,0.0,0.0,,0.0,,
202312111800,2023,12,11,18,0.0,0.0,,0.0,,
202312111900,2023,12,11,19,0.0,0.0,,0.0,,
202312112000,2023,12,11,20,0.0,0.0,,0.0,,
202312112100,2023,12,11,21,,0.0,,,,
202312112200,2023,12,11,22,0.0,0.0,,0.0,,
202312112300,2023,12,11,23,0.0,0.0,,0.0,,
202312120000,2023,12,12,0,0.0,0.0,,0.0,,
202312120100,2023,12,12,1,0.0,0.0,,0.0,,
202312120200,2023,12,12,2,0.0,0.0,,0.0,,
202312120300,2023,12,12,3,0.0,0.0,,0.0,,
202312120400,2023,12,12,4,0.0,0.0,,0.0,,
202312120500,2023,12,12,5,0.0,0.0,,0.0,,
202312120600,2023,12,12,6,0.0,0.0,,0.0,,
202312120700,2023,12,12,7,0.0,0.0,,0.0,,
202312120800,2023,12,12,8,0.0,0.0,,0.0,,
202312120900,2023,12,12,9,0.0,0.0,,0.0,,
202312121000,2023,12,12,10,0.0,0.0,,0.0,,
202312121100,2023,12,12,11,0.0,0.0,,0.0,,
202312121200,2023,12,12,12,0.0,0.0,,0.0,,
202312121300,2023,12,12,13,0.0,0.0,,0.0,,
202312121400,2023,12,12,14,0.0,0.0,,0.0,,
202312121500,2023,12,12,15,0.0,0.0,,0.0,,
202312121600,2023,12,12,16,0.0,0.0,,0.0,,
202312121700,2023,12,12,17,0.0,0.0,,0.0,,
202312121800,2023,12,12,18,0.0,0.0,,0.0,,
202312121900,2023,12,12,19,0.0,0.0,,0.0,,
202312122000,2023,12,12,20,0.0,0.0,,0.0,,
202312122100,2023,12,12,21,0.0,0.0,,0.0,,
202312122200,2023,12,12,22,0.0,0.0,,0.0,,
202312122300,2023,12,12,23,0.0,0.0,,0.0,,
202312130000,2023,12,13,0,0.0,0.0,,0.0,,
202312130100,2023,12,13,1,0.0,0.0,,0.0,,
202312130200,2023,12,13,2,0.0,0.0,,0.0,,
202312130300,2023,12,13,3,0.0,0.0,,0.0,,
202312130400,2023,12,13,4,0.0,0.0,,0.0,,
202312130500,2023,12,13,5,0.0,0.0,,0.0,,
202312130600,2023,12,13,6,0.0,0.0,,0.0,,
202312130700,2023,12,13,7,0.0,0.0,,0.0,,
202312130800,2023,12,13,8,0.0,0.0,,0.0,,
202312130900,2023,12,13,9,0.0,0.0,,0.0,,
202312131000,2023,12,13,10,0.0,0.0,,0.0,,
202312131100,2023,12,13,11,0.0,0.0,,0.0,,
202312131200,2023,12,13,12,0.0,0.0,,0.0,,
202312131300,2023,12,13,13,0.0,0.0,,0.0,,
202312131400,2023,12,13,14,0.0,0.0,,0.0,,
202312131500,2023,12,13,15,0.0,0.0,,0.0,,
202312131600,2023,12,13,16,0.0,0.0,,0.0,,
202312131700,2023,12,13,17,0.0,0.0,,0.0,,
202312131800,2023,12,13,18,0.0,0.0,,0.0,,
202312131900,2023,12,13,19,0.0,0.0,,0.0,,
202312132000,2023,12,13,20,0.0,0.0,,0.0,,
202312132100,2023,12,13,21,0.0,0.0,,0.0,,
202312132200,2023,12,13,22,0.0,0.0,,0.0,,
202312132300,2023,12,13,23,0.0,0.0,,0.0,,
202312140000,2023,12,14,0,0.0,0.0,,0.0,,
202312140100,2023,12,14,1,0.0,0.0,,0.0,,
202312140200,2023,12,14,2,0.0,0.0,,0.0,,
202312140300,2023,12,14,3,0.0,0.0,,0.0,,
202312140400,2023,12,14,4,0.0,0.0,,0.0,,
202312140500,2023,12,14,5,0.0,0.0,,0.0,,
202312140600,2023,12,14,6,0.0,0.0,,0.0,,
202312140700,2023,12,14,7,0.0,0.0,,0.0,,
202312140800,2023,12,14,8,0.0,0.0,,0.0,,
202312140900,2023,12,14,9,0.0,0.0,,0.0,,
202312141000,2023,12,14,10,0.0,0.0,,0.0,,
202312141100,2023,12,14,11,0.0,0.0,,0.0,,
202312141200,2023,12,14,12,0.0,0.0,,0.0,,
202312141300,2023,12,14,13,0.0,0.0,,0.0,,
202312141400,2023,12,14,14,0.0,0.0,,0.0,,
202312141500,2023,12,14,15,0.0,0.0,,0.0,,
202312141600,2023,12,14,16,0.0,0.0,,0.0,,
202312141700,2023,12,14,17,0.6,0.0,,7.6,,
202312141800,2023,12,14,18,0.4,0.0,,0.4,,
202312141900,2023,12,14,19,25.8,2.6,,0.8,,
202312142000,2023,12,14,20,5.0,0.0,,0.0,,
202312142100,2023,12,14,21,0.0,0.0,,0.0,,
202312142200,2023,12,14,22,0.0,0.0,,0.0,,
202312142300,2023,12,14,23,0.0,0.0,,0.0,,
202312150000,2023,12,15,0,0.0,0.0,,0.0,,
202312150100,2023,12,15,1,0.0,0.0,,0.0,,
202312150200,2023,12,15,2,0.0,0.0,,0.0,,
202312150300,2023,12,15,3,0.0,0.0,,0.0,,
202312150400,2023,12,15,4,0.0,0.0,,0.0,,
202312150500,2023,12,15,5,0.0,0.0,,0.0,,
202312150600,2023,12,15,6,0.0,0.0,,0.0,,
202312150700,2023,12,15,7,0.0,0.0,,0.2,,
202312150800,2023,12,15,8,0.0,0.0,,0.0,,
202312150900,2023,12,15,9,0.2,0.0,,0.0,,
202312151000,2023,12,15,10,0.0,0.0,,0.0,,
202312151100,2023,12,15,11,0.0,0.0,,0.0,,
202312151200,2023,12,15,12,0.0,0.0,,0.0,,
202312151300,2023,12,15,13,0.0,0.0,,0.0,,
202312151400,2023,12,15,14,0.0,0.0,,0.0,,
202312151500,2023,12,15,15,0.0,0.0,,0.0,,
202312151600,2023,12,15,16,0.0,0.0,,0.0,,
202312151700,2023,12,15,17,0.0,1.2,,0.0,,
202312151800,2023,12,15,18,0.0,2.6,,0.0,,
202312151900,2023,12,15,19,25.4,25.2,,0.0,,
202312152000,2023,12,15,20,2.4,1.6,,0.0,,
202312152100,2023,12,15,21,1.8,1.6,,0.0,,
202312152200,2023,12,15,22,0.4,0.0,,0.0,,
202312152300,2023,12,15,23,0.0,0.0,,0.0,,
202312160000,2023,12,16,0,0.0,0.0,,0.0,,
202312160100,2023,12,16,1,0.0,0.0,,0.0,,
202312160200,2023,12,16,2,0.0,0.0,,0.0,,
202312160300,2023,12,16,3,0.0,0.0,,0.0,,
202312160400,2023,12,16,4,0.0,0.0,,0.0,,
202312160500,2023,12,16,5,0.2,0.0,,0.0,,
202312160600,2023,12,16,6,0.0,0.0,,0.0,,
202312160700,2023,12,16,7,0.0,0.0,,0.0,,
202312160800,2023,12,16,8,0.0,0.0,,0.0,,
202312160900,2023,12,16,9,0.0,0.0,,0.0,,
202312161000,2023,12,16,10,0.0,0.0,,0.0,,
202312161100,2023,12,16,11,0.0,0.0,,0.0,,
202312161200,2023,12,16,12,0.0,0.0,,0.0,,
202312161300,2023,12,16,13,0.0,0.0,,0.0,,
202312161400,2023,12,16,14,0.0,0.0,,0.0,,
202312161500,2023,12,16,15,0.0,0.0,,0.0,,
202312161600,2023,12,16,16,0.0,0.0,,0.0,,
202312161700,2023,12,16,17,0.0,0.0,,0.0,,
202312161800,2023,12,16,18,0.0,0.0,,0.0,,
202312161900,2023,12,16,19,0.0,0.0,,0.0,,
202312162000,2023,12,16,20,0.0,0.0,,0.0,,
202312162100,2023,12,16,21,0.0,0.0,,0.0,,
202312162200,2023,12,16,22,0.0,0.0,,0.0,,
202312162300,2023,12,16,23,0.0,0.0,,0.0,,
202312170000,2023,12,17,0,0.0,0.0,,0.0,,
202312170100,2023,12,17,1,0.0,0.0,,0.0,,
202312170200,2023,12,17,2,0.0,0.0,,0.0,,
202312170300,2023,12,17,3,0.0,0.0,,0.0,,
202312170400,2023,12,17,4,0.0,0.0,,0.0,,
202312170500,2023,12,17,5,0.0,0.0,,0.0,,
202312170600,2023,12,17,6,0.0,0.0,,0.0,,
202312170700,2023,12,17,7,0.0,0.0,,0.0,,
202312170800,2023,12,17,8,0.0,0.0,,0.0,,
202312170900,2023,12,17,9,0.0,0.0,,0.0,,
202312171000,2023,12,17,10,0.0,0.0,,0.0,,
202312171100,2023,12,17,11,0.0,0.0,,0.0,,
202312171200,2023,12,17,12,0.0,0.0,,0.0,,
202312171300,2023,12,17,13,0.0,0.0,,0.0,,
202312171400,2023,12,17,14,0.0,0.0,,0.0,,
202312171500,2023,12,17,15,0.0,0.0,,0.0,,
202312171600,2023,12,17,16,0.0,0.0,,0.0,,
202312171700,2023,12,17,17,0.0,0.0,,0.0,,
202312171800,2023,12,17,18,0.0,0.0,,0.0,,
202312171900,2023,12,17,19,0.0,0.0,,0.0,,
202312172000,2023,12,17,20,0.0,0.0,,0.0,,
202312172100,2023,12,17,21,0.0,0.0,,0.0,,
202312172200,2023,12,17,22,0.0,0.0,,0.0,,
202312172300,2023,12,17,23,0.0,0.0,,0.0,,
202312180000,2023,12,18,0,0.0,0.0,,0.0,,
202312180100,2023,12,18,1,0.0,0.0,,0.0,,
202312180200,2023,12,18,2,0.0,0.0,,0.0,,
202312180300,2023,12,18,3,0.0,0.0,,0.0,,
202312180400,2023,12,18,4,0.0,0.0,,0.0,,
202312180500,2023,12,18,5,0.0,0.0,,0.0,,
202312180600,2023,12,18,6,0.0,0.0,,0.0,,
202312180700,2023,12,18,7,0.0,0.0,,0.0,,
202312180800,2023,12,18,8,0.0,0.0,,0.0,,
202312180900,2023,12,18,9,0.0,0.0,,0.0,,
202312181000,2023,12,18,10,0.0,0.0,,0.0,,
202312181100,2023,12,18,11,0.0,0.0,,0.0,,
202312181200,2023,12,18,12,0.0,0.0,,0.0,,
202312181300,2023,12,18,13,0.0,0.0,,0.0,,
202312181400,2023,12,18,14,0.0,0.0,,0.0,,
202312181500,2023,12,18,15,0.0,0.0,,0.0,,
202312181600,2023,12,18,16,0.0,0.0,,0.0,,
202312181700,2023,12,18,17,0.0,0.0,,0.0,,
202312181800,2023,12,18,18,0.0,0.0,,15.8,,
202312181900,2023,12,18,19,0.0,1.2,,1.4,,
202312182000,2023,12,18,20,2.2,21.6,,2.8,,
202312182100,2023,12,18,21,4.0,2.8,,0.2,,
202312182200,2023,12,18,22,3.0,1.2,,0.2,,
202312182300,2023,12,18,23,0.4,0.2,,0.8,,
202312190000,2023,12,19,0,0.0,0.0,,0.2,,
202312190100,2023,12,19,1,0.0,0.0,,0.0,,
202312190200,2023,12,19,2,0.0,0.0,,0.0,,
202312190300,2023,12,19,3,0.0,0.0,,0.0,,
202312190400,2023,12,19,4,0.0,0.0,,0.0,,
202312190500,2023,12,19,5,0.0,0.0,,0.0,,
202312190600,2023,12,19,6,0.0,0.0,,0.0,,
202312190700,2023,12,19,7,0.0,0.0,,0.0,,
202312190800,2023,12,19,8,0.0,0.0,,0.0,,
202312190900,2023,12,19,9,0.0,0.0,,0.0,,
202312191000,2023,12,19,10,0.0,0.0,,0.0,,
202312191100,2023,12,19,11,0.0,0.0,,0.0,,
202312191200,2023,12,19,12,0.0,0.0,,0.0,,
202312191300,2023,12,19,13,0.0,0.0,,0.0,,
202312191400,2023,12,19,14,0.0,0.0,,0.0,,
202312191500,2023,12,19,15,0.0,0.0,,0.0,,
202312191600,2023,12,19,16,0.0,0.0,,0.0,,
202312191700,2023,12,19,17,0.8,0.0,,0.0,,
202312191800,2023,12,19,18,0.0,0.0,,0.0,,
202312191900,2023,12,19,19,0.0,0.0,,0.0,,
202312192000,2023,12,19,20,,0.0,,,,
202312192100,2023,12,19,21,0.0,0.0,,0.0,,
202312192200,2023,12,19,22,0.0,0.0,,0.0,,
202312192300,2023,12,19,23,0.0,0.0,,0.0,,
202312200000,2023,12,20,0,0.0,0.0,,0.0,,
202312200100,2023,12,20,1,0.0,0.0,,0.0,,
202312200200,2023,12,20,2,0.0,0.0,,0.0,,
202312200300,2023,12,20,3,0.0,0.0,,0.0,,
202312200400,2023,12,20,4,0.0,0.0,,0.0,,
202312200500,2023,12,20,5,0.0,0.0,,0.0,,
202312200600,2023,12,20,6,0.0,0.0,,0.0,,
202312200700,2023,12,20,7,0.0,0.0,,0.0,,
202312200800,2023,12,20,8,0.0,0.0,,0.0,,
202312200900,2023,12,20,9,0.0,0.0,,0.0,,
202312201000,2023,12,20,10,0.0,0.0,,0.0,,
202312201100,2023,12,20,11,0.0,0.0,,0.0,,
202312201200,2023,12,20,12,0.0,0.0,,0.0,,
202312201300,2023,12,20,13,0.0,0.0,,0.0,,
202312201400,2023,12,20,14,0.0,0.0,,0.0,,
202312201500,2023,12,20,15,0.0,0.0,,0.0,,
202312201600,2023,12,20,16,0.0,0.0,,0.0,,
202312201700,2023,12,20,17,0.0,0.0,,0.0,,
202312201800,2023,12,20,18,0.0,0.0,,0.0,,
202312201900,2023,12,20,19,0.0,0.0,,0.0,,
202312202000,2023,12,20,20,0.0,0.0,,0.0,,
202312202100,2023,12,20,21,0.0,0.0,,0.0,,
202312202200,2023,12,20,22,0.0,0.0,,0.0,,
202312202300,2023,12,20,23,0.0,0.0,,0.0,,
202312210000,2023,12,21,0,0.0,0.0,,0.0,,
202312210100,2023,12,21,1,0.0,0.0,,0.0,,
202312210200,2023,12,21,2,0.0,0.0,,0.0,,
202312210300,2023,12,21,3,0.0,0.0,,0.0,,
202312210400,2023,12,21,4,0.0,0.0,,0.0,,
202312210500,2023,12,21,5,0.0,0.0,,0.0,,
202312210600,2023,12,21,6,0.0,0.0,,0.0,,
202312210700,2023,12,21,7,0.0,0.0,,0.0,,
202312210800,2023,12,21,8,0.0,0.0,,0.0,,
202312210900,2023,12,21,9,0.0,0.0,,0.0,,
202312211000,2023,12,21,10,0.0,0.0,,0.0,,
202312211100,2023,12,21,11,0.0,0.0,,0.0,,
202312211200,2023,12,21,12,0.0,0.0,,0.0,,
202312211300,2023,12,21,13,0.0,0.0,,0.0,,
202312211400,2023,12,21,14,0.0,0.0,,0.0,,
202312211500,2023,12,21,15,0.0,0.0,,0.0,,
202312211600,2023,12,21,16,0.0,0.0,,0.0,,
202312211700,2023,12,21,17,0.0,0.0,,0.0,,
202312211800,2023,12,21,18,0.0,0.0,,0.0,,
202312211900,2023,12,21,19,0.0,0.0,,0.0,,
202312212000,2023,12,21,20,0.0,0.0,,0.0,,
202312212100,2023,12,21,21,0.0,0.0,,0.0,,
202312212200,2023,12,21,22,0.0,0.0,,0.0,,
202312212300,2023,12,21,23,0.0,0.0,,0.0,,
202312220000,2023,12,22,0,0.0,0.0,,0.0,,
202312220100,2023,12,22,1,0.0,0.0,,0.0,,
202312220200,2023,12,22,2,0.0,0.0,,0.0,,
202312220300,2023,12,22,3,0.0,0.0,,0.0,,
202312220400,2023,12,22,4,0.0,0.0,,0.0,,
202312220500,2023,12,22,5,0.0,0.0,,0.0,,
202312220600,2023,12,22,6,0.0,0.0,,0.0,,
202312220700,2023,12,22,7,0.0,0.0,,0.0,,
202312220800,2023,12,22,8,0.0,0.0,,0.0,,
202312220900,2023,12,22,9,0.0,0.0,,0.0,,
202312221000,2023,12,22,10,0.0,0.0,,0.0,,
202312221100,2023,12,22,11,0.0,0.0,,0.0,,
202312221200,2023,12,22,12,0.0,0.0,,0.0,,
202312221300,2023,12,22,13,0.0,0.0,,0.0,,
202312221400,2023,12,22,14,0.0,0.0,,0.0,,
202312221500,2023,12,22,15,0.0,0.0,,0.0,,
202312221600,2023,12,22,16,0.0,0.0,,0.0,,
202312221700,2023,12,22,17,0.0,0.0,,0.0,,
202312221800,2023,12,22,18,0.0,0.0,,0.0,,
202312221900,2023,12,22,19,4.0,7.6,,0.0,,
202312222000,2023,12,22,20,3.0,2.2,,1.8,,
202312222100,2023,12,22,21,0.0,0.0,,5.0,,
202312222200,2023,12,22,22,0.2,0.8,,,,
202312222300,2023,12,22,23,0.8,1.0,,0.4,,
202312230000,2023,12,23,0,0.2,0.0,,0.0,,
202312230100,2023,12,23,1,0.0,0.4,,0.0,,
202312230200,2023,12,23,2,0.2,0.2,,0.4,,
202312230300,2023,12,23,3,0.0,0.0,,0.2,,
202312230400,2023,12,23,4,0.0,0.0,,0.4,,
202312230500,2023,12,23,5,0.0,0.0,,0.6,,
202312230600,2023,12,23,6,0.0,0.0,,0.0,,
202312230700,2023,12,23,7,0.0,0.0,,0.0,,
202312230800,2023,12,23,8,0.0,0.0,,0.0,,
202312230900,2023,12,23,9,0.0,0.0,,0.0,,
202312231000,2023,12,23,10,0.0,0.0,,0.0,,
202312231100,2023,12,23,11,0.0,0.0,,0.0,,
202312231200,2023,12,23,12,0.0,0.0,,0.0,,
202312231300,2023,12,23,13,0.0,0.0,,0.0,,
202312231400,2023,12,23,14,0.0,0.0,,0.0,,
202312231500,2023,12,23,15,0.0,0.0,,0.0,,
202312231600,2023,12,23,16,0.0,0.0,,0.0,,
202312231700,2023,12,23,17,0.0,0.0,,0.0,,
202312231800,2023,12,23,18,0.0,0.0,,0.4,,
202312231900,2023,12,23,19,0.0,0.0,,0.6,,
202312232000,2023,12,23,20,0.0,0.0,,0.0,,
202312232100,2023,12,23,21,0.0,0.0,,0.0,,
202312232200,2023,12,23,22,0.0,0.0,,0.0,,
202312232300,2023,12,23,23,0.0,0.0,,0.0,,
202312240000,2023,12,24,0,0.0,0.0,,0.0,,
202312240100,2023,12,24,1,0.0,0.0,,0.0,,
202312240200,2023,12,24,2,0.0,0.0,,0.0,,
202312240300,2023,12,24,3,0.0,0.0,,0.0,,
